replica,N,T_K,E_Vpm,Tstar,Estar,rho_star,L_star,alpha_ewald,mean_Estar,sd_Estar_time,mean_mz,acceptance
2,20,293.0,0.0,3.746926156536244,0.0,0.8,2.924017738212866,2.735961514682715,-775.3202549263655,31.890728091421728,-0.27796434961725697,0.68926996
3,20,293.0,0.0,3.746926156536244,0.0,0.8,2.924017738212866,2.735961514682715,-748.3456458637419,31.6553766305453,0.23571741502490282,0.69554996
4,20,293.0,0.0,3.746926156536244,0.0,0.8,2.924017738212866,2.735961514682715,-754.2035239208946,28.913247024978542,0.2994293189079354,0.69602
5,20,293.0,0.0,3.746926156536244,0.0,0.8,2.924017738212866,2.735961514682715,-756.2082982493273,28.264180215668397,-0.2649769184392311,0.69674
6,20,293.0,0.0,3.746926156536244,0.0,0.8,2.924017738212866,2.735961514682715,-767.1660761788074,29.660430478234126,0.44360287888792455,0.7021
7,20,293.0,0.0,3.746926156536244,0.0,0.8,2.924017738212866,2.735961514682715,-756.2840685465111,35.74979271761364,0.22184520689508508,0.68985
0,20,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-919.1140594192764,34.756647728129145,0.8222746735969584,0.68812
1,20,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-905.935881770246,30.458351156903323,0.8340893241094857,0.69469
2,20,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-919.2030879489463,29.908870745099353,0.8181090667597286,0.68856996
3,20,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-921.0590788701396,30.43804486097985,0.8196055043190785,0.68367
4,20,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-929.9114763279417,26.263206232576575,0.8381470031740457,0.68726
5,20,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-922.5132830355944,42.401286327069094,0.8092129889280631,0.68715
6,20,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-923.1785902161313,35.947743982587355,0.8335965108014889,0.69231
7,20,293.0,1000000000.0,3.746926156536244,1.8084552985793738,0.8,2.924017738212866,2.735961514682715,-904.3402773382164,35.16443292539265,0.8072741868495238,0.68992
0,50,293.0,0.0,3.746926156536244,0.0,0.8,3.9685026299204984,2.015873679831797,-1916.494817828064,41.25871180321695,-0.017079628738004483,0.685612
1,50,293.0,0.0,3.746926156536244,0.0,0.8,3.9685026299204984,2.015873679831797,-1920.1769256298128,51.56830364841736,-0.10447484646934152,0.682308
2,50,293.0,0.0,3.746926156536244,0.0,0.8,3.9685026299204984,2.015873679831797,-1922.9284895944822,44.41556649770236,-0.21261931089328107,0.689636
3,50,293.0,0.0,3.746926156536244,0.0,0.8,3.9685026299204984,2.015873679831797,-1938.1046791548524,50.428109276188835,0.40881841214967346,0.688576
4,50,293.0,0.0,3.746926156536244,0.0,0.8,3.9685026299204984,2.015873679831797,-1928.5830219125705,45.09102487012688,-0.09756439470227546,0.688
5,50,293.0,0.0,3.746926156536244,0.0,0.8,3.9685026299204984,2.015873679831797,-1935.2871175362634,46.57744715008265,0.14162309350893929,0.686264
6,50,293.0,0.0,3.746926156536244,0.0,0.8,3.9685026299204984,2.015873679831797,-1922.5527705911106,50.18942768013556,0.4116572043330788,0.686848
